ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-320,2,2016-02-19 15:28:40,2016-02-19 21:28:40,40.07297,-83.1347,40.10307,-83.12989,2.095,Between Tuttle Crossing Blvd/Exit 15 and US-33/OH-161/Exit 17 - Accident.,,Outerbelt N,R,Dublin,Franklin,OH,43016,US,US/Eastern,KOSU,2016-02-19 15:53:00,60.1,,42.0,29.79,10.0,SSW,23.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-321,2,2016-02-19 15:46:39,2016-02-19 21:46:39,40.05609000000001,-80.679211,40.053618,-80.676385,0.22699999999999998,At WV-88/Exit 4 - Accident.,,I-70 E,R,Wheeling,Ohio,WV,26003,US,US/Eastern,KHLG,2016-02-19 15:53:00,60.1,,32.0,29.87,10.0,SSW,18.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-322,2,2016-02-19 16:01:01,2016-02-19 22:01:01,38.19105,-85.71902,38.19007,-85.73536,0.89,At I-65/KY-61/Exit 12 - Accident.,,Henry Watterson Expy W,R,Louisville,Jefferson,KY,40213,US,US/Eastern,KSDF,2016-02-19 15:56:00,64.9,,32.0,29.95,10.0,SW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-323,2,2016-02-19 16:03:40,2016-02-19 22:03:40,38.25454000000001,-85.71969,38.26187,-85.73188,0.833,Between US-42/US-60/Mellwood Ave/Exit 7 and I-71/Exit 6 - Accident.,,I-64 W,R,Louisville,Jefferson,KY,40206,US,US/Eastern,KLOU,2016-02-19 15:53:00,64.9,,33.0,29.95,10.0,SW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-324,2,2016-02-19 16:06:14,2016-02-19 22:06:14,39.171694,-84.494399,39.1765,-84.48756999999998,0.494,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45217,US,US/Eastern,KLUK,2016-02-19 15:53:00,64.9,,34.0,29.86,10.0,SW,24.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-325,2,2016-02-19 16:04:58,2016-02-19 22:04:58,41.06239,-81.52229,41.0625,-81.51523,0.368,Between Wolf Ledges/Exit 22 and Grant St/Exit 22 - Accident.,,I-76 E,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-02-19 15:54:00,52.0,,45.0,29.77,10.0,SSW,20.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-326,2,2016-02-19 16:12:42,2016-02-19 22:12:42,39.259254,-84.440978,39.27422,-84.44023,1.035,At Sharon Rd/Exit 15 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45241,US,US/Eastern,KHAO,2016-02-19 15:53:00,66.9,,26.0,29.83,10.0,SSW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-327,2,2016-02-19 16:34:40,2016-02-19 22:34:40,39.905178,-82.895471,39.899229999999996,-82.90135,0.516,At US-33/Exit 46 - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-02-19 16:51:00,57.9,,42.0,29.82,10.0,SSW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-328,4,2016-02-19 16:31:59,2016-02-19 22:31:59,40.0988,-83.13331,40.098259999999996,-83.13456,0.076,Ramp closed to Exit 17B - Road closed due to accident.,,Columbus Marysville Rd S,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-19 16:53:00,60.1,,44.0,29.79,10.0,SSW,20.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-329,2,2016-02-19 16:51:57,2016-02-19 22:51:57,41.339909999999996,-81.81739,41.337379999999996,-81.81721999999998,0.175,At I-80/Ohio Tpke/Exit 233 - Accident.,,I-71 S,R,Strongsville,Cuyahoga,OH,44136,US,US/Eastern,KCLE,2016-02-19 16:51:00,54.0,,47.0,29.73,10.0,South,18.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-330,2,2016-02-19 17:52:57,2016-02-19 23:52:57,40.0999,-82.92089,40.10717,-82.95766,2.0069999999999997,Between OH-3/Exit 29 and Cleveland Ave/Exit 27 - Accident.,,Outerbelt W,R,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,2016-02-19 17:51:00,57.9,,42.0,29.83,10.0,SW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-331,2,2016-02-19 18:21:08,2016-02-20 00:21:08,39.4728,-80.11963,39.47208,-80.12134,0.10400000000000001,At WV-310/Exit 137 - Accident.,,I-79 S,R,Fairmont,Marion,WV,26554,US,US/Eastern,KCKB,2016-02-19 17:53:00,57.0,,37.0,29.94,10.0,SSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-332,4,2016-02-19 18:32:58,2016-02-20 00:32:58,41.46631,-81.77065999999998,41.469770000000004,-81.74887,1.153,Closed between 117th St/Exit 166 and West Blvd/98th St/Exit 167 - Road closed due to accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44111,US,US/Eastern,KCLE,2016-02-19 18:51:00,54.0,,51.0,29.72,10.0,SSW,19.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-333,2,2016-02-19 19:28:39,2016-02-20 01:28:39,38.34109,-81.70017,38.34128,-81.70406,0.21100000000000002,At Trace Fork Blvd - Accident.,,WV-214,R,Charleston,Kanawha,WV,25314,US,US/Eastern,KCRW,2016-02-19 19:54:00,63.0,,30.0,29.99,10.0,SSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-334,4,2016-02-19 19:32:33,2016-02-20 01:32:33,41.160072,-85.232647,41.163626,-85.24482900000002,0.68,Closed at Oday Rd - Road closed due to accident.,6827.0, Goshen Rd,L,Fort Wayne,Allen,IN,46818-9690,US,US/Eastern,KFWA,2016-02-19 19:54:00,55.9,,47.0,29.77,10.0,WSW,29.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-335,4,2016-02-19 19:32:32,2016-02-20 01:32:32,41.163626,-85.24482900000002,41.160009,-85.232528,0.687,Closed at Johnson Rd - Road closed due to accident.,7851.0, Goshen Rd,L,Fort Wayne,Allen,IN,46818-9691,US,US/Eastern,KFWA,2016-02-19 19:54:00,55.9,,47.0,29.77,10.0,WSW,29.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-336,2,2016-02-19 20:16:00,2016-02-20 02:16:00,39.14014,-84.53495,39.12338,-84.53556999999998,1.158,Between US-52/Hopple St/Exit 3 and Western Hills Viad/Exit 2 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,2016-02-19 19:53:00,60.1,,51.0,29.94,10.0,SW,19.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-337,4,2016-02-19 20:26:07,2016-02-20 02:26:07,40.945370000000004,-81.15473,40.945772,-81.17219399999998,0.912,Closed at McCallum Ave NE - Road closed due to accident.,12717.0, Edison St NE,L,Alliance,Stark,OH,44601-9715,US,US/Eastern,KCAK,2016-02-19 20:51:00,50.0,,57.0,29.8,10.0,SW,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-338,4,2016-02-19 20:23:49,2016-02-20 02:23:49,41.68591,-83.911307,41.704522999999995,-83.9136,1.291,Closed at County Road T - Road closed due to accident.,2650.0, County Road S,L,Metamora,Fulton,OH,43540,US,US/Eastern,KTOL,2016-02-19 20:52:00,55.9,,47.0,29.67,10.0,WSW,27.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-339,4,2016-02-19 20:23:49,2016-02-20 02:23:49,41.704522999999995,-83.9136,41.68591,-83.911307,1.291,Closed at County Road S - Road closed due to accident.,16688.0, State Route 64,R,Metamora,Fulton,OH,43540-9701,US,US/Eastern,KTOL,2016-02-19 20:52:00,55.9,,47.0,29.67,10.0,WSW,27.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-340,4,2016-02-19 20:26:07,2016-02-20 02:26:07,40.945772,-81.17219399999998,40.945370000000004,-81.15473,0.912,Closed at Freshley Ave NE - Road closed due to accident.,11821.0, Edison St NE,L,Alliance,Stark,OH,44601-9714,US,US/Eastern,KCAK,2016-02-19 20:51:00,50.0,,57.0,29.8,10.0,SW,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,True,False,Night,Night,Night,Night
A-341,4,2016-02-20 08:49:24,2016-02-20 14:49:24,38.82445,-82.98299,38.84111,-82.98432,1.153,Closed approaching Portsmouth - Road closed due to accident.,,Maple Benner Rd,R,Portsmouth,Scioto,OH,45662,US,US/Eastern,KHTS,2016-02-20 08:51:00,54.0,,57.0,30.08,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-342,4,2016-02-20 08:49:24,2016-02-20 14:49:24,38.84111,-82.98432,38.82445,-82.98299,1.153,Closed past Portsmouth - Road closed due to accident.,7860.0, US Highway 23,R,Lucasville,Scioto,OH,45648-8419,US,US/Eastern,KHTS,2016-02-20 08:51:00,54.0,,57.0,30.08,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-343,2,2016-02-20 12:52:32,2016-02-20 18:52:32,39.00079,-84.42043000000002,39.003968,-84.42433,0.303,Past KY-9/Aa Hwy - Accident.,,Alexandria Pike,R,Newport,Campbell,KY,41076,US,US/Eastern,KLUK,2016-02-20 12:53:00,69.1,,44.0,29.99,10.0,SW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-344,4,2016-02-20 14:11:27,2016-02-20 20:11:27,39.96071,-85.35383,39.97002,-85.35153000000003,0.655,Closed between Cadiz and Blountsville - Road closed due to accident.,1598.0, County Road 200,R,New Castle,Henry,IN,47362,US,US/Eastern,KAID,2016-02-20 13:45:00,68.0,,30.0,29.92,10.0,WSW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-345,3,2016-02-21 04:12:45,2016-02-21 10:12:45,39.2675,-81.49929,39.26867,-81.49909,0.08199999999999999,At US-50/Exit 176 - Accident.,,US-50 E,R,Parkersburg,Wood,WV,26104,US,US/Eastern,KPKB,2016-02-21 03:53:00,57.0,,77.0,29.95,10.0,SW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-346,4,2016-02-21 06:39:41,2016-02-21 12:39:41,40.27317,-85.5577,40.42642,-85.54938,10.597999999999999,Closed between US-35/IN-28/Exit 45 and IN-26/Exit 55 - Road closed due to accident.,,I-69 N,R,Gaston,Delaware,IN,47342,US,US/Eastern,KMIE,2016-02-21 06:53:00,37.0,32.4,76.0,29.97,10.0,NE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-347,4,2016-02-21 06:39:41,2016-02-21 12:39:41,40.42667,-85.54968000000002,40.27678,-85.55806,10.366,Closed between IN-26/Exit 55 and US-35/IN-28/Exit 45 - Road closed due to accident.,,I-69 S,R,Fairmount,Grant,IN,46928,US,US/Eastern,KMZZ,2016-02-21 06:35:00,34.9,30.8,66.0,29.99,10.0,NNE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-348,3,2016-02-21 09:27:15,2016-02-21 15:27:15,38.130782,-81.388878,38.131965,-81.39174100000002,0.17600000000000002,At Sharon Hollow Rd/Exit 79 - Accident.,,I-77 S,R,Hansford,Kanawha,WV,25103,US,US/Eastern,KCRW,2016-02-21 09:54:00,52.0,,93.0,29.96,1.0,SSW,5.8,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-349,2,2016-02-21 09:51:39,2016-02-21 15:51:39,38.545195,-85.778613,38.530883,-85.774975,1.008,Between Henryville Rest Area and Blue Lick Rd/Exit 16 - Accident.,,I-65 S,R,Henryville,Clark,IN,47126,US,US/Eastern,KLOU,2016-02-21 09:53:00,57.0,,93.0,29.95,2.0,North,3.5,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-350,2,2016-02-21 12:30:41,2016-02-21 18:30:41,38.362427000000004,-81.714434,38.358832,-81.717444,0.297,Between McIlwain St and US-60/Maccorkle Ave/Exit 54 - Accident.,10.0, Maccorkle Ave SW,R,South Charleston,Kanawha,WV,25303-1412,US,US/Eastern,KCRW,2016-02-21 12:54:00,54.0,,93.0,29.9,7.0,Calm,,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-351,3,2016-02-21 21:06:59,2016-02-22 03:06:59,38.39115,-81.58664,38.39614,-81.59262,0.473,At US-119/Exit 1 - Accident.,,I-79 N,R,Charleston,Kanawha,WV,25302,US,US/Eastern,KCRW,2016-02-21 20:54:00,51.1,,89.0,29.96,8.0,Variable,4.6,0.11,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-352,4,2016-02-22 02:45:47,2016-02-22 08:45:47,40.08978,-82.98725999999998,40.05915,-82.99840999999998,2.197,Closed between OH-161/Exit 117 and Morse Rd/Exit 116 - Road closed due to accident.,,North Fwy S,R,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,2016-02-22 02:53:00,32.0,24.8,92.0,30.11,10.0,North,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-353,3,2016-02-22 02:57:01,2016-02-22 08:57:01,40.0122,-82.99188000000002,40.02523,-82.9945,0.9109999999999999,Between Hudson St/Exit 112 and Weber Rd/Exit 113 - Accident.,,North Fwy N,R,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,2016-02-22 02:51:00,30.0,24.1,88.0,30.11,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-354,2,2016-02-22 06:12:58,2016-02-22 12:12:58,41.68918,-83.53681999999998,41.68965,-83.52904000000002,0.40299999999999997,At Expressway Dr/Exit 207 - Accident.,,I-75 N,R,Toledo,Lucas,OH,43608,US,US/Eastern,KDUH,2016-02-22 06:14:00,26.2,,93.0,30.2,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-355,2,2016-02-22 07:26:37,2016-02-22 13:26:37,39.3781,-84.365,39.35249,-84.37607,1.8659999999999999,Between OH-129/Exit 24 and Tylersville Rd/Exit 22 - Accident.,,I-75 S,R,Middletown,Butler,OH,45044,US,US/Eastern,KMWO,2016-02-22 07:35:00,34.2,30.0,85.0,30.17,10.0,NNE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-356,3,2016-02-22 08:00:43,2016-02-22 14:00:43,39.11919,-84.53539,39.114581,-84.532211,0.361,Between Western Ave/Findlay St/Exit 2 and Ezzard Charles Dr/Exit 1 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45214,US,US/Eastern,KLUK,2016-02-22 07:53:00,32.0,25.6,88.0,30.17,10.0,NE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-357,4,2016-02-22 07:56:54,2016-02-22 13:56:54,39.050290000000004,-83.77673,39.04827,-83.77199,0.29,Closed between Bells Run Rd and Stringtown Rd - Road closed due to accident.,2800.0, State Route 321,L,Sardinia,Brown,OH,45171-9448,US,US/Eastern,KI69,2016-02-22 07:57:00,32.2,27.7,96.0,30.13,10.0,North,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-358,4,2016-02-22 07:56:54,2016-02-22 13:56:54,39.04827,-83.77199,39.050290000000004,-83.77673,0.29,Closed between Stringtown Rd and Bells Run Rd - Road closed due to accident.,2895.0, State Route 321,R,Sardinia,Brown,OH,45171-8483,US,US/Eastern,KI69,2016-02-22 07:57:00,32.2,27.7,96.0,30.13,10.0,North,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-359,2,2016-02-22 08:42:31,2016-02-22 14:42:31,40.0717,-82.90821,40.05089,-82.90272,1.4669999999999999,Ramp to Easton Way - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-02-22 08:51:00,35.1,30.1,76.0,30.17,10.0,NE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-360,2,2016-02-22 08:41:15,2016-02-22 14:41:15,39.09655,-84.48312,39.09841,-84.49,0.391,At KY-8/Exit 5 - Accident.,,I-471 N,R,Newport,Campbell,KY,41071,US,US/Eastern,KLUK,2016-02-22 08:53:00,35.1,31.0,82.0,30.17,10.0,ENE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-361,2,2016-02-22 09:29:41,2016-02-22 15:29:41,40.43077,-80.02638,40.43077,-80.02638,0.0,At US-19/PA-51/Exit 69B/Exit 69C - Accident.,,Saw Mill Run Blvd S,R,Pittsburgh,Allegheny,PA,15220,US,US/Eastern,KAGC,2016-02-22 09:53:00,39.0,34.0,62.0,30.17,10.0,North,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-362,4,2016-02-22 09:32:16,2016-02-22 15:32:16,41.443708,-85.19285,41.438119,-85.15969399999999,1.76,Closed at Orland - Road closed due to accident.,119.0, US Highway 6,R,Corunna,De Kalb,IN,46730-9769,US,US/Eastern,KGWB,2016-02-22 09:35:00,33.8,28.6,87.0,30.19,7.0,East,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-363,4,2016-02-22 09:32:16,2016-02-22 15:32:16,41.438119,-85.15969399999999,41.443708,-85.19285,1.76,Closed at Fairview Blvd/Kammerer Rd - Road closed due to accident.,817.0, US Highway 6,L,Corunna,De Kalb,IN,46730-9733,US,US/Eastern,KGWB,2016-02-22 09:35:00,33.8,28.6,87.0,30.19,7.0,East,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-364,2,2016-02-22 12:04:05,2016-02-22 18:04:05,41.46747,-81.75909,41.47442,-81.71181999999997,2.494,Between West Blvd/98th St/Exit 167 and 41st St/Exit 169 - Accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44111,US,US/Eastern,KCLE,2016-02-22 11:51:00,39.0,36.8,62.0,30.25,10.0,Variable,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-365,4,2016-02-22 14:44:18,2016-02-22 20:44:18,39.044435,-84.465864,39.05964,-84.416682,2.84,Closed between I-471/Exit 74 and US-52/Kellogg Ave/Exit 72 - Road closed due to accident.,,I-275 E,R,Newport,Campbell,KY,41076,US,US/Eastern,KLUK,2016-02-22 14:53:00,48.9,,54.0,30.09,10.0,East,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-366,4,2016-02-22 16:27:27,2016-02-22 22:27:27,39.22461,-84.45364000000002,39.22518,-84.45309,0.049,Closed at Davis St/Wyoming Ave/Exit 12 - Road closed due to accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45215,US,US/Eastern,KLUK,2016-02-22 16:53:00,48.9,,56.0,30.06,10.0,ENE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-367,4,2016-02-22 16:40:27,2016-02-22 22:40:27,41.104217,-81.499987,41.096131,-81.499969,0.5589999999999999,Closed between OH-261/E Tallmadge Ave and E Glenwood Ave - Road closed due to accident.,,OH-59 S,R,Akron,Summit,OH,44310,US,US/Eastern,KAKR,2016-02-22 16:54:00,46.0,41.0,40.0,30.13,10.0,NNE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-368,4,2016-02-22 16:39:09,2016-02-22 22:39:09,41.1003,-81.4999,41.1215,-81.48673000000002,1.617,Closed between OH-261/E Tallmadge Ave and Howe Ave - Road closed due to accident.,,OH-8 N,R,Akron,Summit,OH,44310,US,US/Eastern,KAKR,2016-02-22 16:54:00,46.0,41.0,40.0,30.13,10.0,NNE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-369,3,2016-02-22 17:24:07,2016-02-22 23:24:07,39.1021,-84.49754,39.10234000000001,-84.49799999999998,0.03,At US-50/Columbia Pky/Exit 6 - Accident.,,I-471 N,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,2016-02-22 17:53:00,46.9,,61.0,30.06,10.0,NE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-370,2,2016-02-22 17:24:07,2016-02-22 23:24:07,41.46375,-81.69353000000002,41.467859999999995,-81.6927,0.287,At I-90/I-490/14th St/Exit 247 - Accident.,,I-71 N,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-02-22 17:53:00,33.1,24.4,66.0,30.18,10.0,NNE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-371,3,2016-02-22 19:35:52,2016-02-23 01:35:52,41.52134,-83.45642,41.52492,-83.46009000000002,0.312,Ramp to I-280/OH-420/Exit 71 - Accident.,3181.0, Libbey Rd,L,Perrysburg,Wood,OH,43551-9740,US,US/Eastern,KTDZ,2016-02-22 19:53:00,30.0,21.7,75.0,30.21,10.0,NE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-372,3,2016-02-22 19:35:52,2016-02-23 01:35:52,41.52549000000001,-83.46344,41.52383,-83.46191999999998,0.139,Ramp to I-80/I-90/Ohio Tpke - Accident.,,I-280 S,R,Perrysburg,Wood,OH,43551,US,US/Eastern,KTDZ,2016-02-22 19:53:00,30.0,21.7,75.0,30.21,10.0,NE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-373,2,2016-02-22 21:02:39,2016-02-23 03:02:39,41.43166,-81.68160999999998,41.43592,-81.6825,0.298,At Spring Rd/Hinckley Pky - Accident.,,Jennings Fwy N,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-02-22 20:53:00,30.9,22.2,59.0,30.19,10.0,NE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-374,3,2016-02-22 21:39:41,2016-02-23 03:39:41,38.22363,-85.50532,38.22295,-85.50419000000002,0.077,Ramp to Exit 25B - Accident.,,KY-841 N,R,Louisville,Jefferson,KY,40299,US,US/Eastern,KLOU,2016-02-22 21:53:00,46.0,43.9,61.0,30.04,10.0,NE,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-375,4,2016-02-22 21:44:41,2016-02-23 03:44:41,40.854659999999996,-81.41646999999998,40.82802,-81.39715,2.099,Closed between Whipple Ave NW/Exit 109A and US-62/Exit 107 - Road closed due to accident.,,I-77 S,R,Canton,Stark,OH,44709,US,US/Eastern,KCAK,2016-02-22 21:51:00,30.9,21.7,67.0,30.15,10.0,NE,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-376,3,2016-02-22 22:33:49,2016-02-23 04:33:49,38.22272,-85.50111,38.22293,-85.50793,0.37,At I-265/KY-841/Exit 19 - Accident.,,I-64 W,R,Louisville,Jefferson,KY,40299,US,US/Eastern,KLOU,2016-02-22 22:53:00,44.1,41.5,65.0,30.03,10.0,NNE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-377,2,2016-02-23 01:09:12,2016-02-23 07:09:12,39.12424,-84.53501,39.12632,-84.53449,0.146,At Western Hills Viad/Exit 2 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45214,US,US/Eastern,KLUK,2016-02-23 00:53:00,36.0,31.1,79.0,30.05,10.0,NNE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-378,2,2016-02-23 03:12:38,2016-02-23 09:12:38,39.09858,-84.51974,39.09754,-84.52216,0.14800000000000002,Ramp to Spence Brg - Accident.,,US-50 W,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,2016-02-23 02:53:00,34.0,26.6,82.0,30.06,10.0,NNE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-379,2,2016-02-23 05:15:04,2016-02-23 11:15:04,39.63551,-84.19519,39.631029999999996,-84.20713,0.7070000000000001,At OH-725/Exit 2 - Accident.,,I-675 S,R,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,2016-02-23 04:53:00,30.0,21.1,72.0,30.02,10.0,NE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-380,2,2016-02-23 07:20:37,2016-02-23 13:20:37,40.39715,-80.10368000000003,40.39715,-80.10368000000003,0.0,At Noblestown Rd/Exit 57 - Accident.,,I-79 N,R,Carnegie,Allegheny,PA,15106,US,US/Eastern,KAGC,2016-02-23 06:53:00,39.9,37.8,65.0,30.08,10.0,ENE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-381,3,2016-02-23 07:20:37,2016-02-23 13:20:37,41.56709,-81.57816,41.55022,-81.60536,1.827,Between 140th St/152nd St/Exit 180 and Eddy Rd/Exit 178 - Accident.,,OH-2 W,R,Cleveland,Cuyahoga,OH,44110,US,US/Eastern,KCGF,2016-02-23 06:45:00,28.4,19.7,86.0,30.13,20.0,ENE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-382,4,2016-02-23 07:39:43,2016-02-23 13:39:43,41.18225,-84.94275999999998,41.18225,-84.94275999999998,0.0,At Notestine Rd - Accident.,15603.0, Notestine Rd,L,New Haven,Allen,IN,46774-9748,US,US/Eastern,KFWA,2016-02-23 07:54:00,26.1,16.8,84.0,30.12,10.0,NE,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
